,raw_time,raw_win_pct,clean_time,TB_win_pct
0,14:24 - 1st),TB 52.2%,36,52.2
1,13:43 - 1st),TB 50.8%,77,50.8
2,13:07 - 1st),ARI 50.8%,113,49.2
3,12:33 - 1st),ARI 53.8%,147,46.2
4,11:52 - 1st),ARI 63.3%,188,36.7
5,11:45 - 1st),ARI 63.1%,195,36.9
6,11:07 - 1st),ARI 57.4%,233,42.6
7,10:27 - 1st),ARI 60.3%,273,39.7
8,9:51 - 1st) ,ARI 69.3%,309,30.700000000000003
9,9:18 - 1st) ,ARI 64.8%,342,35.2
10,9:02 - 1st) ,ARI 60.8%,358,39.2
11,8:23 - 1st) ,ARI 62.3%,397,37.7
12,7:45 - 1st) ,ARI 69.9%,435,30.099999999999994
13,7:04 - 1st) ,ARI 72.6%,476,27.400000000000006
14,5:59 - 1st) ,ARI 76.3%,541,23.700000000000003
15,5:24 - 1st) ,ARI 81.7%,576,18.299999999999997
16,4:41 - 1st) ,ARI 77.9%,619,22.099999999999994
