real_time,NE_ESPN,MIN_ESPN,NE_ODDS,MIN_ODDS_UGLY,MIN_ODDS,game_time,clean_game_time
21:56.3,47.8,52.2,0.58975,0.50775,0.49225, 5:41 - 2nd,1459
21:57.5,47.8,52.2,0.58975,0.50775,0.49225, 5:41 - 2nd,1459
21:58.7,47.8,52.2,0.58975,0.50775,0.49225, 5:41 - 2nd,1459
22:00.0,47.8,52.2,0.58975,0.50775,0.49225, 5:41 - 2nd,1459
22:01.1,47.8,52.2,0.58975,0.50775,0.49225, 5:41 - 2nd,1459
22:02.3,47.8,52.2,0.58975,0.50775,0.49225, 5:41 - 2nd,1459
22:03.5,47.8,52.2,0.58975,0.50775,0.49225, 5:41 - 2nd,1459
22:04.8,47.8,52.2,0.58975,0.50775,0.49225, 5:41 - 2nd,1459
22:06.0,47.8,52.2,0.58975,0.50775,0.49225, 5:41 - 2nd,1459
22:07.2,47.8,52.2,0.58975,0.50775,0.49225, 5:41 - 2nd,1459
22:08.4,47.8,52.2,0.58975,0.50775,0.49225, 5:41 - 2nd,1459
22:09.6,47.8,52.2,0.58975,0.50775,0.49225, 5:41 - 2nd,1459
22:10.8,47.8,52.2,0.58975,0.50775,0.49225, 5:41 - 2nd,1459
22:12.0,47.8,52.2,0.58975,0.50775,0.49225, 5:41 - 2nd,1459
22:13.2,47.8,52.2,0.58975,0.50775,0.49225, 5:41 - 2nd,1459
22:14.5,47.8,52.2,0.58975,0.50775,0.49225, 5:41 - 2nd,1459
22:15.7,47.8,52.2,0.58975,0.50775,0.49225, 5:41 - 2nd,1459
22:16.9,47.8,52.2,0.58975,0.50775,0.49225, 5:41 - 2nd,1459
22:18.1,47.8,52.2,0.58975,0.50775,0.49225, 5:41 - 2nd,1459
22:19.2,47.8,52.2,0.5745625,0.4925625,0.5074375, 5:41 - 2nd,1459
22:20.5,47.8,52.2,0.572875,0.4925625,0.5074375, 5:41 - 2nd,1459
22:21.6,47.8,52.2,0.572875,0.4925625,0.5074375, 5:41 - 2nd,1459
22:22.8,47.8,52.2,0.572875,0.4925625,0.5074375, 5:41 - 2nd,1459
22:24.1,47.8,52.2,0.572875,0.4925625,0.5074375, 5:41 - 2nd,1459
22:25.2,47.8,52.2,0.572875,0.4925625,0.5074375, 5:41 - 2nd,1459
22:26.5,47.8,52.2,0.572875,0.4925625,0.5074375, 5:41 - 2nd,1459
22:27.7,47.8,52.2,0.572875,0.4925625,0.5074375, 5:41 - 2nd,1459
22:28.9,47.8,52.2,0.572875,0.4925625,0.5074375, 5:41 - 2nd,1459
22:30.1,47.8,52.2,0.572875,0.4925625,0.5074375, 5:41 - 2nd,1459
22:31.2,47.8,52.2,0.572875,0.4925625,0.5074375, 5:41 - 2nd,1459
22:32.4,47.8,52.2,0.572875,0.4925625,0.5074375, 5:41 - 2nd,1459
22:33.6,47.8,52.2,0.572875,0.4925625,0.5074375, 5:41 - 2nd,1459
22:34.8,47.8,52.2,0.572875,0.4925625,0.5074375, 5:41 - 2nd,1459
22:36.0,47.8,52.2,0.572875,0.4925625,0.5074375, 5:41 - 2nd,1459
22:37.2,47.8,52.2,0.572875,0.4925625,0.5074375, 5:41 - 2nd,1459
22:38.4,47.8,52.2,0.572875,0.4925625,0.5074375, 5:41 - 2nd,1459
22:39.6,47.8,52.2,0.572875,0.4925625,0.5074375, 5:41 - 2nd,1459
22:40.8,48.2,51.8,0.572875,0.4925625,0.5074375, 5:41 - 2nd,1459
22:42.0,48.2,51.8,0.572875,0.4925625,0.5074375, 5:41 - 2nd,1459
22:43.2,48.2,51.8,0.572875,0.4925625,0.5074375, 5:41 - 2nd,1459
22:44.4,48.2,51.8,0.569125,0.4891875,0.5108125, 5:41 - 2nd,1459
22:45.6,48.2,51.8,0.569125,0.4891875,0.5108125, 5:41 - 2nd,1459
22:46.8,48.2,51.8,0.569125,0.4891875,0.5108125, 5:41 - 2nd,1459
22:48.0,48.2,51.8,0.569125,0.4891875,0.5108125, 5:41 - 2nd,1459
22:49.2,48.2,51.8,0.569125,0.4891875,0.5108125, 5:41 - 2nd,1459
22:50.4,48.2,51.8,0.569125,0.4891875,0.5108125, 5:41 - 2nd,1459
22:51.5,48.2,51.8,0.569125,0.4891875,0.5108125, 5:41 - 2nd,1459
22:52.7,48.2,51.8,0.569125,0.4891875,0.5108125, 5:41 - 2nd,1459
22:53.9,48.2,51.8,0.569125,0.4891875,0.5108125, 5:41 - 2nd,1459
22:55.2,48.2,51.8,0.569125,0.4891875,0.5108125, 5:41 - 2nd,1459
22:56.4,48.2,51.8,0.569125,0.4891875,0.5108125, 5:41 - 2nd,1459
22:57.6,48.2,51.8,0.569125,0.4891875,0.5108125, 5:41 - 2nd,1459
22:58.8,48.2,51.8,0.569125,0.4891875,0.5108125, 5:41 - 2nd,1459
23:00.0,48.2,51.8,0.569125,0.4891875,0.5108125, 5:41 - 2nd,1459
23:01.2,48.2,51.8,0.569125,0.4891875,0.5108125, 5:41 - 2nd,1459
23:02.4,48.2,51.8,0.569125,0.4891875,0.5108125, 5:41 - 2nd,1459
23:03.6,48.2,51.8,0.569125,0.4891875,0.5108125, 5:41 - 2nd,1459
23:04.8,48.2,51.8,0.569125,0.4891875,0.5108125, 5:41 - 2nd,1459
23:06.2,48.2,51.8,0.569125,0.4891875,0.5108125, 5:41 - 2nd,1459
23:07.4,48.2,51.8,0.569125,0.4891875,0.5108125, 5:41 - 2nd,1459
23:08.6,48.2,51.8,0.569125,0.4891875,0.5108125, 5:41 - 2nd,1459
23:09.8,48.2,51.8,0.569125,0.4891875,0.5108125, 5:41 - 2nd,1459
23:11.0,48.2,51.8,0.569125,0.4891875,0.5108125, 5:41 - 2nd,1459
23:12.2,48.2,51.8,0.569125,0.4891875,0.5108125, 5:41 - 2nd,1459
23:13.4,48.2,51.8,0.571,0.4888,0.5112, 5:41 - 2nd,1459
23:14.6,48.2,51.8,0.571,0.4888,0.5112, 5:41 - 2nd,1459
23:15.7,48.2,51.8,0.571,0.4888,0.5112, 5:41 - 2nd,1459
23:17.0,48.2,51.8,0.571,0.4888,0.5112, 5:41 - 2nd,1459
23:18.2,48.2,51.8,0.571,0.4888,0.5112, 5:41 - 2nd,1459
23:19.4,48.2,51.8,0.571,0.4888,0.5112, 5:41 - 2nd,1459
23:20.5,48.2,51.8,0.571,0.4888,0.5112, 5:41 - 2nd,1459
23:21.7,48.2,51.8,0.571,0.4888,0.5112, 5:41 - 2nd,1459
23:22.9,48.2,51.8,0.571,0.4888,0.5112, 5:41 - 2nd,1459
23:24.1,48.2,51.8,0.552,0.471,0.529, 5:41 - 2nd,1459
23:25.3,48.2,51.8,0.596,0.5138,0.4862, 5:41 - 2nd,1459
23:26.5,48.2,51.8,0.596,0.5138,0.4862, 5:41 - 2nd,1459
23:27.7,48.2,51.8,0.596,0.5138,0.4862, 5:41 - 2nd,1459
23:28.9,48.2,51.8,0.596,0.5138,0.4862, 5:41 - 2nd,1459
23:30.1,48.2,51.8,0.596,0.5138,0.4862, 5:41 - 2nd,1459
23:31.2,48.2,51.8,0.596,0.5138,0.4862, 5:41 - 2nd,1459
23:32.5,48.2,51.8,0.595,0.515375,0.484625, 5:41 - 2nd,1459
23:33.7,48.2,51.8,0.595,0.515375,0.484625, 5:41 - 2nd,1459
23:34.9,45.4,54.6,0.595,0.515375,0.484625, 5:41 - 2nd,1459
23:36.1,45.4,54.6,0.595,0.515375,0.484625, 5:41 - 2nd,1459
23:37.2,45.4,54.6,0.595,0.515375,0.484625, 5:41 - 2nd,1459
23:38.4,45.4,54.6,0.6034375,0.5238125,0.4761875, 5:41 - 2nd,1459
23:39.6,45.4,54.6,0.603625,0.5238125,0.4761875, 5:41 - 2nd,1459
23:40.9,45.4,54.6,0.603625,0.5238125,0.4761875, 5:41 - 2nd,1459
23:42.1,45.4,54.6,0.603625,0.5238125,0.4761875, 5:41 - 2nd,1459
23:43.3,45.4,54.6,0.603625,0.5238125,0.4761875, 5:41 - 2nd,1459
23:44.4,45.4,54.6,0.603625,0.5238125,0.4761875, 5:41 - 2nd,1459
23:45.7,45.4,54.6,0.603625,0.5238125,0.4761875, 5:41 - 2nd,1459
23:46.9,45.4,54.6,0.603625,0.5238125,0.4761875, 5:41 - 2nd,1459
23:48.0,45.4,54.6,0.603625,0.5238125,0.4761875, 5:41 - 2nd,1459
23:49.2,45.4,54.6,0.616,0.537714286,0.462285714, 5:41 - 2nd,1459
23:50.4,45.4,54.6,0.60925,0.5294375,0.4705625, 5:41 - 2nd,1459
23:51.6,45.4,54.6,0.611,0.5288,0.4712, 5:41 - 2nd,1459
23:52.8,45.4,54.6,0.611,0.5288,0.4712, 5:41 - 2nd,1459
23:54.1,45.4,54.6,0.611,0.5288,0.4712, 5:41 - 2nd,1459
23:55.3,45.4,54.6,0.611,0.5288,0.4712, 5:41 - 2nd,1459
23:56.4,45.4,54.6,0.6202,0.538,0.462, 5:41 - 2nd,1459
23:57.6,45.4,54.6,0.6202,0.538,0.462, 5:41 - 2nd,1459
23:58.8,45.4,54.6,0.6202,0.538,0.462, 5:41 - 2nd,1459
24:00.1,45.4,54.6,0.6202,0.538,0.462, 5:41 - 2nd,1459
24:01.3,45.4,54.6,0.6202,0.538,0.462, 5:41 - 2nd,1459
24:02.5,45.4,54.6,0.6202,0.538,0.462, 5:41 - 2nd,1459
24:03.7,45.4,54.6,0.618625,0.539125,0.460875, 5:41 - 2nd,1459
24:04.9,45.4,54.6,0.618625,0.539125,0.460875, 5:41 - 2nd,1459
24:06.1,45.4,54.6,0.618625,0.539125,0.460875, 5:41 - 2nd,1459
24:07.3,45.4,54.6,0.618625,0.539125,0.460875, 5:41 - 2nd,1459
24:08.5,45.4,54.6,0.618625,0.539125,0.460875, 5:41 - 2nd,1459
24:09.7,45.4,54.6,0.618625,0.539125,0.460875, 5:41 - 2nd,1459
24:10.9,44.1,55.9,0.618625,0.539125,0.460875, 5:13 - 2nd,1487
24:12.1,44.1,55.9,0.618625,0.539125,0.460875, 5:13 - 2nd,1487
24:13.3,44.1,55.9,0.618625,0.539125,0.460875, 5:13 - 2nd,1487
24:14.5,44.1,55.9,0.618625,0.539125,0.460875, 5:13 - 2nd,1487
24:15.7,44.1,55.9,0.618625,0.539125,0.460875, 5:13 - 2nd,1487
24:16.9,44.1,55.9,0.618625,0.539125,0.460875, 5:13 - 2nd,1487
24:18.1,44.1,55.9,0.618625,0.539125,0.460875, 5:13 - 2nd,1487
24:19.3,44.1,55.9,0.618625,0.539125,0.460875, 5:13 - 2nd,1487
24:20.5,44.1,55.9,0.618625,0.539125,0.460875, 5:13 - 2nd,1487
24:21.7,44.1,55.9,0.618625,0.539125,0.460875, 5:13 - 2nd,1487
24:22.9,44.1,55.9,0.618625,0.539125,0.460875, 5:13 - 2nd,1487
24:24.1,44.1,55.9,0.618625,0.539125,0.460875, 5:13 - 2nd,1487
24:25.3,44.1,55.9,0.618625,0.539125,0.460875, 5:13 - 2nd,1487
24:26.4,44.1,55.9,0.618625,0.539125,0.460875, 5:13 - 2nd,1487
24:27.6,44.1,55.9,0.595,0.556,0.444, 5:13 - 2nd,1487
24:28.8,44.1,55.9,0.595,0.556,0.444, 5:13 - 2nd,1487
24:30.0,44.1,55.9, nan, nan,#VALUE!, 5:13 - 2nd,1487
24:31.2,44.1,55.9, nan, nan,#VALUE!, 5:13 - 2nd,1487
24:32.3,44.1,55.9, nan, nan,#VALUE!, 5:13 - 2nd,1487
24:33.5,44.1,55.9, nan, nan,#VALUE!, 5:13 - 2nd,1487
24:34.8,44.1,55.9, nan, nan,#VALUE!, 5:13 - 2nd,1487
24:36.0,44.1,55.9, nan, nan,#VALUE!, 5:13 - 2nd,1487
24:37.2,44.1,55.9,0.604,0.523,0.477, 5:13 - 2nd,1487
24:38.3,44.1,55.9,0.594,0.513,0.487, 5:13 - 2nd,1487
24:39.5,44.1,55.9,0.594,0.513,0.487, 5:13 - 2nd,1487
24:40.7,44.1,55.9,0.594,0.513,0.487, 5:13 - 2nd,1487
24:41.9,44.1,55.9,0.594,0.513,0.487, 5:13 - 2nd,1487
24:43.1,44.1,55.9,0.594,0.513,0.487, 5:13 - 2nd,1487
24:44.3,44.1,55.9,0.594,0.513,0.487, 5:13 - 2nd,1487
24:45.5,44.1,55.9,0.605230769,0.522166667,0.477833333, 5:13 - 2nd,1487
24:46.7,44.1,55.9,0.6086,0.526,0.474, 5:13 - 2nd,1487
24:47.9,45.8,54.2,0.607,0.5268125,0.4731875, 5:08 - 2nd,1492
24:49.2,45.8,54.2,0.607,0.5268125,0.4731875, 5:08 - 2nd,1492
24:50.3,45.8,54.2,0.607,0.5268125,0.4731875, 5:08 - 2nd,1492
24:51.6,45.8,54.2,0.607,0.5268125,0.4731875, 5:08 - 2nd,1492
24:52.7,45.8,54.2,0.607,0.5268125,0.4731875, 5:08 - 2nd,1492
24:53.9,45.8,54.2,0.607,0.5268125,0.4731875, 5:08 - 2nd,1492
24:55.1,45.8,54.2,0.607,0.5268125,0.4731875, 5:08 - 2nd,1492
24:56.3,45.8,54.2,0.607,0.5268125,0.4731875, 5:08 - 2nd,1492
24:57.5,45.8,54.2,0.607,0.5268125,0.4731875, 5:08 - 2nd,1492
24:58.7,45.8,54.2,0.607,0.5268125,0.4731875, 5:08 - 2nd,1492
24:59.9,45.8,54.2,0.607,0.5268125,0.4731875, 5:08 - 2nd,1492
25:01.1,45.8,54.2,0.607,0.5268125,0.4731875, 5:08 - 2nd,1492
25:02.3,45.8,54.2,0.607,0.5268125,0.4731875, 5:08 - 2nd,1492
25:03.5,45.8,54.2,0.607,0.5268125,0.4731875, 5:08 - 2nd,1492
25:04.7,45.8,54.2,0.607,0.5268125,0.4731875, 5:08 - 2nd,1492
25:05.9,45.8,54.2,0.607,0.5268125,0.4731875, 5:08 - 2nd,1492
25:07.1,45.8,54.2,0.607,0.5268125,0.4731875, 5:08 - 2nd,1492
25:08.3,45.8,54.2,0.5929,0.5156,0.4844, 5:08 - 2nd,1492
25:09.5,45.8,54.2,0.5929,0.5156,0.4844, 5:08 - 2nd,1492
25:10.7,45.8,54.2,0.5929,0.5141,0.4859, 5:08 - 2nd,1492
25:11.8,45.8,54.2,0.5929,0.5141,0.4859, 5:08 - 2nd,1492
25:13.0,45.8,54.2,0.583,0.524,0.476, 5:08 - 2nd,1492
25:14.2,45.8,54.2,0.583,0.524,0.476, 5:08 - 2nd,1492
25:15.4,45.8,54.2, nan, nan,#VALUE!, 5:08 - 2nd,1492
25:16.6,45.8,54.2, nan, nan,#VALUE!, 5:08 - 2nd,1492
25:17.8,45.8,54.2, nan, nan,#VALUE!, 5:08 - 2nd,1492
25:19.0,45.8,54.2, nan, nan,#VALUE!, 5:08 - 2nd,1492
25:20.2,45.8,54.2, nan, nan,#VALUE!, 5:08 - 2nd,1492
25:21.3,45.8,54.2, nan, nan,#VALUE!, 5:08 - 2nd,1492
25:22.5,45.8,54.2, nan, nan,#VALUE!, 5:08 - 2nd,1492
25:23.7,45.8,54.2, nan, nan,#VALUE!, 5:08 - 2nd,1492
25:24.9,45.8,54.2, nan, nan,#VALUE!, 5:08 - 2nd,1492
25:26.1,45.8,54.2, nan, nan,#VALUE!, 5:08 - 2nd,1492
25:27.3,45.8,54.2, nan, nan,#VALUE!, 5:08 - 2nd,1492
25:28.4,45.8,54.2, nan, nan,#VALUE!, 5:08 - 2nd,1492
25:29.6,45.8,54.2, nan, nan,#VALUE!, 5:08 - 2nd,1492
25:30.8,45.8,54.2,0.5385,0.4525,0.5475, 5:08 - 2nd,1492
25:32.0,45.8,54.2,0.5385,0.4525,0.5475, 5:08 - 2nd,1492
25:33.2,45.8,54.2,0.536571429,0.4525,0.5475, 5:08 - 2nd,1492
25:34.4,45.8,54.2,0.536571429,0.452142857,0.547857143, 5:08 - 2nd,1492
25:35.6,45.8,54.2,0.536571429,0.452142857,0.547857143, 5:08 - 2nd,1492
25:36.8,45.8,54.2,0.536571429,0.452142857,0.547857143, 5:08 - 2nd,1492
25:38.0,45.8,54.2,0.536571429,0.452142857,0.547857143, 5:08 - 2nd,1492
25:39.2,45.8,54.2,0.523333333,0.441666667,0.558333333, 5:08 - 2nd,1492
25:40.4,45.8,54.2,0.522857143,0.439285714,0.560714286, 5:08 - 2nd,1492
25:41.6,45.8,54.2,0.520571429,0.439428571,0.560571429, 5:08 - 2nd,1492
25:42.7,45.8,54.2,0.520571429,0.439428571,0.560571429, 5:08 - 2nd,1492
25:43.9,45.8,54.2,0.520571429,0.439428571,0.560571429, 5:08 - 2nd,1492
25:45.1,45.2,54.8,0.520571429,0.439428571,0.560571429, 5:08 - 2nd,1492
25:46.3,45.2,54.8,0.510125,0.4290625,0.5709375, 5:08 - 2nd,1492
25:47.6,45.2,54.8,0.509,0.4290625,0.5709375, 5:08 - 2nd,1492
25:48.7,45.2,54.8,0.509,0.4290625,0.5709375, 5:08 - 2nd,1492
25:49.9,45.2,54.8,0.509,0.4290625,0.5709375, 5:08 - 2nd,1492
25:51.1,45.2,54.8,0.509,0.4290625,0.5709375, 5:08 - 2nd,1492
25:52.3,45.2,54.8,0.509,0.4290625,0.5709375, 5:08 - 2nd,1492
25:53.5,45.2,54.8,0.5102,0.4276,0.5724, 5:08 - 2nd,1492
25:54.7,45.2,54.8,0.5102,0.4276,0.5724, 5:08 - 2nd,1492
25:55.9,45.2,54.8,0.5102,0.4276,0.5724, 5:08 - 2nd,1492
25:57.2,45.2,54.8,0.5102,0.4276,0.5724, 5:08 - 2nd,1492
25:58.4,45.2,54.8,0.5102,0.4276,0.5724, 5:08 - 2nd,1492
25:59.6,45.2,54.8,0.5102,0.4276,0.5724, 5:08 - 2nd,1492
26:00.8,45.2,54.8,0.5102,0.4276,0.5724, 5:08 - 2nd,1492
26:02.0,45.2,54.8,0.5102,0.4276,0.5724, 5:08 - 2nd,1492
26:03.2,45.2,54.8,0.5102,0.4276,0.5724, 5:08 - 2nd,1492
26:04.4,45.2,54.8,0.5102,0.4276,0.5724, 5:08 - 2nd,1492
26:05.6,45.2,54.8,0.5102,0.4276,0.5724, 5:08 - 2nd,1492
26:06.8,45.2,54.8,0.5082,0.4252,0.5748, 5:08 - 2nd,1492
26:08.0,45.2,54.8,0.5082,0.4252,0.5748, 5:08 - 2nd,1492
26:09.2,45.2,54.8,0.5082,0.4252,0.5748, 5:08 - 2nd,1492
26:10.4,45.2,54.8,0.5082,0.4252,0.5748, 5:08 - 2nd,1492
26:11.6,45.2,54.8,0.5082,0.4252,0.5748, 5:08 - 2nd,1492
26:12.8,45.2,54.8,0.5082,0.4252,0.5748, 5:08 - 2nd,1492
26:14.0,45.2,54.8,0.5082,0.4252,0.5748, 5:08 - 2nd,1492
26:15.2,45.2,54.8,0.5082,0.4252,0.5748, 5:08 - 2nd,1492
26:16.4,45.2,54.8,0.5082,0.4252,0.5748, 5:08 - 2nd,1492
26:17.6,45.2,54.8,0.5082,0.4252,0.5748, 5:08 - 2nd,1492
26:18.8,45.2,54.8,0.5082,0.4252,0.5748, 5:08 - 2nd,1492
26:20.0,44.9,55.1,0.507125,0.4264375,0.5735625, 4:24 - 2nd,1536
26:21.3,44.9,55.1,0.507125,0.4264375,0.5735625, 4:24 - 2nd,1536
26:22.5,44.9,55.1,0.507125,0.4264375,0.5735625, 4:24 - 2nd,1536
26:23.7,44.9,55.1,0.507125,0.4264375,0.5735625, 4:24 - 2nd,1536
26:24.9,44.9,55.1,0.507125,0.4264375,0.5735625, 4:24 - 2nd,1536
26:26.1,44.9,55.1,0.507125,0.4264375,0.5735625, 4:24 - 2nd,1536
26:27.3,44.9,55.1,0.507125,0.4264375,0.5735625, 4:24 - 2nd,1536
26:28.5,44.9,55.1,0.5009,0.4234,0.5766, 4:24 - 2nd,1536
26:29.7,44.9,55.1,0.502,0.421,0.579, 4:24 - 2nd,1536
26:30.9,44.9,55.1,0.502,0.421,0.579, 4:24 - 2nd,1536
26:32.1,44.9,55.1,0.477,0.396,0.604, 4:24 - 2nd,1536
26:33.3,44.9,55.1,0.477,0.396,0.604, 4:24 - 2nd,1536
26:34.5,44.9,55.1,0.477,0.396,0.604, 4:24 - 2nd,1536
26:35.7,44.9,55.1,0.477,0.396,0.604, 4:24 - 2nd,1536
26:36.9,44.9,55.1,0.477,0.396,0.604, 4:24 - 2nd,1536
26:38.1,44.9,55.1,0.4816,0.4006,0.5994, 4:24 - 2nd,1536
26:39.3,44.9,55.1,0.4816,0.4006,0.5994, 4:24 - 2nd,1536
26:40.5,44.9,55.1,0.4816,0.4006,0.5994, 4:24 - 2nd,1536
26:41.7,44.9,55.1,0.4816,0.4006,0.5994, 4:24 - 2nd,1536
26:42.9,44.9,55.1,0.4816,0.4006,0.5994, 4:24 - 2nd,1536
26:44.1,44.9,55.1,0.480625,0.401875,0.598125, 4:24 - 2nd,1536
26:45.3,44.9,55.1,0.480625,0.401875,0.598125, 4:24 - 2nd,1536
26:46.5,44.9,55.1,0.480625,0.401875,0.598125, 4:24 - 2nd,1536
26:47.7,40.2,59.8,0.480625,0.401875,0.598125, 4:02 - 2nd,1558
26:48.9,40.2,59.8,0.480625,0.401875,0.598125, 4:02 - 2nd,1558
26:50.1,40.2,59.8,0.480625,0.401875,0.598125, 4:02 - 2nd,1558
26:51.3,40.2,59.8,0.480625,0.401875,0.598125, 4:02 - 2nd,1558
26:52.5,40.2,59.8,0.480625,0.401875,0.598125, 4:02 - 2nd,1558
26:53.7,40.2,59.8,0.480625,0.401875,0.598125, 4:02 - 2nd,1558
26:54.9,40.2,59.8,0.480625,0.401875,0.598125, 4:02 - 2nd,1558
26:56.2,40.2,59.8,0.480625,0.401875,0.598125, 4:02 - 2nd,1558
26:57.4,40.2,59.8,0.480625,0.401875,0.598125, 4:02 - 2nd,1558
26:58.6,40.2,59.8,0.480625,0.401875,0.598125, 4:02 - 2nd,1558
26:59.8,40.2,59.8,0.480625,0.401875,0.598125, 4:02 - 2nd,1558
27:01.0,40.2,59.8,0.480625,0.401875,0.598125, 4:02 - 2nd,1558
27:02.2,40.2,59.8,0.480625,0.401875,0.598125, 4:02 - 2nd,1558
27:03.4,40.2,59.8,0.480625,0.401875,0.598125, 4:02 - 2nd,1558
27:04.6,40.2,59.8,0.480625,0.401875,0.598125, 4:02 - 2nd,1558
27:05.7,40.2,59.8,0.480625,0.401875,0.598125, 4:02 - 2nd,1558
27:07.0,40.2,59.8,0.480625,0.401875,0.598125, 4:02 - 2nd,1558
27:08.1,40.2,59.8,0.480625,0.401875,0.598125, 4:02 - 2nd,1558
27:09.3,40.2,59.8,0.477,0.396,0.604, 4:02 - 2nd,1558
27:10.5,40.2,59.8,0.477,0.396,0.604, 4:02 - 2nd,1558
27:11.7,40.2,59.8,0.477,0.396,0.604, 4:02 - 2nd,1558
27:12.9,40.2,59.8,0.477,0.396,0.604, 4:02 - 2nd,1558
27:14.1,40.2,59.8,0.477,0.396,0.604, 4:02 - 2nd,1558
27:15.3,40.2,59.8,0.477,0.396,0.604, 4:02 - 2nd,1558
27:16.5,40.2,59.8,0.441,0.36,0.64, 4:02 - 2nd,1558
27:17.7,40.2,59.8,0.441,0.36,0.64, 4:02 - 2nd,1558
27:18.9,40.2,59.8,0.4436,0.3614,0.6386, 4:02 - 2nd,1558
27:20.1,40.2,59.8,0.4436,0.3614,0.6386, 4:02 - 2nd,1558
27:21.3,40.2,59.8,0.4436,0.3614,0.6386, 4:02 - 2nd,1558
27:22.5,40.2,59.8,0.4436,0.3614,0.6386, 4:02 - 2nd,1558
27:23.7,40.2,59.8,0.4436,0.3614,0.6386, 4:02 - 2nd,1558
27:24.9,40.2,59.8,0.4436,0.3614,0.6386, 4:02 - 2nd,1558
27:26.1,40.2,59.8,0.4436,0.3614,0.6386, 4:02 - 2nd,1558
27:27.3,40.2,59.8,0.4436,0.3614,0.6386, 4:02 - 2nd,1558
27:28.5,40.2,59.8,0.4436,0.3614,0.6386, 4:02 - 2nd,1558
27:29.7,40.2,59.8,0.4436,0.3614,0.6386, 4:02 - 2nd,1558
27:30.9,40.2,59.8,0.4436,0.3614,0.6386, 4:02 - 2nd,1558
27:32.1,40.2,59.8,0.4436,0.3614,0.6386, 4:02 - 2nd,1558
27:33.3,40.2,59.8,0.4436,0.3614,0.6386, 4:02 - 2nd,1558
27:34.5,40.2,59.8,0.4436,0.3614,0.6386, 4:02 - 2nd,1558
27:35.7,40.2,59.8,0.4436,0.3614,0.6386, 4:02 - 2nd,1558
27:37.0,40.2,59.8,0.4436,0.3614,0.6386, 4:02 - 2nd,1558
27:38.2,38.2,61.8,0.4436,0.3614,0.6386, 3:31 - 2nd,1589
27:39.4,38.2,61.8,0.4436,0.3614,0.6386, 3:31 - 2nd,1589
27:40.6,38.2,61.8,0.4436,0.3614,0.6386, 3:31 - 2nd,1589
27:41.8,38.2,61.8,0.4436,0.3614,0.6386, 3:31 - 2nd,1589
27:43.0,38.2,61.8,0.4436,0.3614,0.6386, 3:31 - 2nd,1589
27:44.2,38.2,61.8,0.4436,0.3614,0.6386, 3:31 - 2nd,1589
27:45.4,38.2,61.8,0.4436,0.3614,0.6386, 3:31 - 2nd,1589
27:46.6,38.2,61.8,0.4436,0.3614,0.6386, 3:31 - 2nd,1589
27:47.8,38.2,61.8,0.4436,0.3614,0.6386, 3:31 - 2nd,1589
27:49.0,38.2,61.8,0.4436,0.3614,0.6386, 3:31 - 2nd,1589
27:50.2,38.2,61.8,0.4436,0.3614,0.6386, 3:31 - 2nd,1589
27:51.3,38.2,61.8,0.4436,0.3614,0.6386, 3:31 - 2nd,1589
27:52.5,38.2,61.8,0.4475,0.3635,0.6365, 3:31 - 2nd,1589
27:53.7,38.2,61.8,0.4475,0.3635,0.6365, 3:31 - 2nd,1589
27:55.0,38.2,61.8, nan, nan,#VALUE!, 3:31 - 2nd,1589
27:56.2,38.2,61.8, nan, nan,#VALUE!, 3:31 - 2nd,1589
27:57.3,38.2,61.8, nan, nan,#VALUE!, 3:31 - 2nd,1589
27:58.5,38.2,61.8, nan, nan,#VALUE!, 3:31 - 2nd,1589
27:59.7,38.2,61.8, nan, nan,#VALUE!, 3:31 - 2nd,1589
28:00.9,38.2,61.8, nan, nan,#VALUE!, 3:31 - 2nd,1589
28:02.0,38.2,61.8, nan, nan,#VALUE!, 3:31 - 2nd,1589
28:03.2,38.2,61.8,0.4295,0.3445,0.6555, 3:31 - 2nd,1589
28:04.3,38.2,61.8,0.4295,0.3445,0.6555, 3:31 - 2nd,1589
28:05.5,38.2,61.8,0.4295,0.3445,0.6555, 3:31 - 2nd,1589
28:06.7,38.2,61.8,0.4295,0.3445,0.6555, 3:31 - 2nd,1589
28:07.9,38.2,61.8,0.4295,0.3445,0.6555, 3:31 - 2nd,1589
28:09.1,38.2,61.8,0.4295,0.3445,0.6555, 3:31 - 2nd,1589
28:10.3,38.2,61.8,0.4295,0.3445,0.6555, 3:31 - 2nd,1589
28:11.5,38.2,61.8,0.4364,0.3538,0.6462, 3:31 - 2nd,1589
28:12.7,38.2,61.8,0.4364,0.3538,0.6462, 3:31 - 2nd,1589
28:13.9,38.2,61.8,0.4359375,0.354875,0.645125, 3:31 - 2nd,1589
28:15.1,38.2,61.8,0.4359375,0.354875,0.645125, 3:31 - 2nd,1589
28:16.3,38.2,61.8,0.4359375,0.354875,0.645125, 3:31 - 2nd,1589
28:17.5,38.2,61.8,0.4364,0.3538,0.6462, 3:31 - 2nd,1589
28:18.7,38.2,61.8,0.4364,0.3538,0.6462, 3:31 - 2nd,1589
28:19.9,38.2,61.8,0.4364,0.3538,0.6462, 3:31 - 2nd,1589
28:21.2,37.9,62.1,0.4364,0.3538,0.6462, 2:43 - 2nd,1637
28:22.4,37.9,62.1,0.4364,0.3538,0.6462, 2:43 - 2nd,1637
