real_time,NE_ESPN,MIN_ESPN,NE_ODDS,MIN_ODDS_UGLY,MIN_ODDS,game_time,clean_game_time
51:27.3,37.1,62.9,0.4566,0.374,0.626, 5:27 - 1st,573
51:28.5,37.1,62.9,0.4566,0.374,0.626, 5:27 - 1st,573
51:29.8,37.1,62.9,0.4566,0.374,0.626, 5:27 - 1st,573
51:31.0,37.1,62.9,0.4566,0.374,0.626, 5:27 - 1st,573
51:32.2,37.1,62.9,0.4566,0.374,0.626, 5:27 - 1st,573
51:33.4,35.6,64.4,0.4566,0.374,0.626, 5:27 - 1st,573
51:34.7,35.6,64.4,0.4566,0.374,0.626, 5:27 - 1st,573
51:35.9,35.6,64.4,0.4566,0.374,0.626, 5:27 - 1st,573
51:37.2,35.6,64.4,0.4566,0.374,0.626, 5:27 - 1st,573
51:38.4,35.6,64.4,0.4566,0.374,0.626, 5:27 - 1st,573
51:39.6,35.6,64.4,0.4566,0.374,0.626, 5:27 - 1st,573
51:40.8,35.6,64.4,0.4566,0.374,0.626, 5:27 - 1st,573
51:42.1,35.6,64.4,0.4566,0.374,0.626, 5:27 - 1st,573
51:43.2,35.6,64.4,0.455625,0.374875,0.625125, 5:27 - 1st,573
51:44.4,35.6,64.4,0.455625,0.374875,0.625125, 5:27 - 1st,573
51:45.6,35.6,64.4,0.455625,0.374875,0.625125, 5:27 - 1st,573
51:46.8,35.6,64.4,0.455625,0.374875,0.625125, 5:27 - 1st,573
51:48.1,35.6,64.4,0.455625,0.374875,0.625125, 5:27 - 1st,573
51:49.3,35.6,64.4,0.455625,0.374875,0.625125, 5:27 - 1st,573
51:50.5,35.6,64.4,0.4569,0.3781,0.6219, 5:27 - 1st,573
51:51.8,35.6,64.4,0.474,0.3952,0.6048, 5:27 - 1st,573
51:53.0,35.6,64.4,0.477,0.396,0.604, 5:27 - 1st,573
51:54.2,35.6,64.4,0.472538462,0.390615385,0.609384615, 5:27 - 1st,573
51:55.4,35.6,64.4,0.4712,0.389,0.611, 5:27 - 1st,573
51:56.6,35.6,64.4,0.4712,0.389,0.611, 5:27 - 1st,573
51:57.8,35.6,64.4,0.4712,0.389,0.611, 5:27 - 1st,573
51:59.0,35.6,64.4,0.4712,0.389,0.611, 5:27 - 1st,573
52:00.2,35.6,64.4,0.4712,0.389,0.611, 5:27 - 1st,573
52:01.4,35.6,64.4,0.4712,0.389,0.611, 5:27 - 1st,573
52:02.6,35.6,64.4,0.4652,0.383,0.617, 5:27 - 1st,573
52:03.8,35.6,64.4,0.4652,0.383,0.617, 5:01 - 1st,599
52:05.1,35.6,64.4,0.4652,0.383,0.617, 5:01 - 1st,599
52:06.4,35.6,64.4,0.4652,0.383,0.617, 5:01 - 1st,599
52:07.6,35.6,64.4,0.4652,0.383,0.617, 5:01 - 1st,599
52:08.8,35.6,64.4,0.4652,0.383,0.617, 5:01 - 1st,599
52:10.0,37.2,62.8,0.4652,0.383,0.617, 5:01 - 1st,599
52:11.2,37.2,62.8,0.4652,0.383,0.617, 5:01 - 1st,599
52:12.4,37.2,62.8,0.4641875,0.383875,0.616125, 5:01 - 1st,599
52:13.7,37.2,62.8,0.4641875,0.383875,0.616125, 5:01 - 1st,599
52:14.9,37.2,62.8,0.4641875,0.383875,0.616125, 5:01 - 1st,599
52:16.1,37.2,62.8,0.4641875,0.383875,0.616125, 5:01 - 1st,599
52:17.3,37.2,62.8,0.4641875,0.383875,0.616125, 5:01 - 1st,599
52:18.4,37.2,62.8,0.4641875,0.383875,0.616125, 5:01 - 1st,599
52:19.6,37.2,62.8,0.4641875,0.383875,0.616125, 5:01 - 1st,599
52:20.9,37.2,62.8,0.4641875,0.383875,0.616125, 5:01 - 1st,599
52:22.1,37.2,62.8,0.4641875,0.383875,0.616125, 5:01 - 1st,599
52:23.4,37.2,62.8,0.4641875,0.383875,0.616125, 5:01 - 1st,599
52:24.6,37.2,62.8,0.4641875,0.383875,0.616125, 5:01 - 1st,599
52:25.8,37.2,62.8,0.4698125,0.3895,0.6105, 5:01 - 1st,599
52:27.2,37.2,62.8,0.4698125,0.3896875,0.6103125, 5:01 - 1st,599
52:28.3,37.2,62.8,0.4698125,0.3896875,0.6103125, 5:01 - 1st,599
52:29.6,37.2,62.8,0.4698125,0.3896875,0.6103125, 5:01 - 1st,599
52:30.8,37.2,62.8,0.4795625,0.3994375,0.6005625, 5:01 - 1st,599
52:32.0,37.2,62.8,0.4851875,0.4050625,0.5949375, 5:01 - 1st,599
52:33.2,37.2,62.8,0.4885,0.4045,0.5955, 5:01 - 1st,599
52:34.4,37.2,62.8,0.4885,0.4045,0.5955, 5:01 - 1st,599
52:35.5,37.2,62.8,0.4885,0.4045,0.5955, 5:01 - 1st,599
52:36.8,37.2,62.8,0.4885,0.4045,0.5955, 5:01 - 1st,599
52:38.0,37.2,62.8,0.4885,0.4045,0.5955, 5:01 - 1st,599
52:39.2,37.2,62.8,0.4885,0.4045,0.5955, 5:01 - 1st,599
52:40.4,37.2,62.8,0.4876,0.4054,0.5946, 5:01 - 1st,599
52:41.6,37.2,62.8,0.4876,0.4054,0.5946, 5:01 - 1st,599
52:42.8,37.2,62.8,0.4876,0.4054,0.5946, 5:01 - 1st,599
52:44.0,39.7,60.3,0.4876,0.4054,0.5946, 4:23 - 1st,637
52:45.2,39.7,60.3,0.4868125,0.4061875,0.5938125, 4:23 - 1st,637
52:46.5,39.7,60.3,0.49525,0.414625,0.585375, 4:23 - 1st,637
52:47.8,39.7,60.3,0.49525,0.414625,0.585375, 4:23 - 1st,637
52:49.1,39.7,60.3,0.49525,0.415125,0.584875, 4:23 - 1st,637
52:51.2,39.7,60.3,0.49525,0.415125,0.584875, 4:23 - 1st,637
52:52.9,39.7,60.3,0.49525,0.415125,0.584875, 4:23 - 1st,637
52:54.2,39.7,60.3,0.49525,0.415125,0.584875, 4:23 - 1st,637
52:55.6,39.7,60.3,0.49525,0.415125,0.584875, 4:23 - 1st,637
52:56.9,39.7,60.3,0.49525,0.415125,0.584875, 4:23 - 1st,637
52:58.2,39.7,60.3,0.49525,0.415125,0.584875, 4:23 - 1st,637
52:59.4,39.7,60.3,0.49525,0.415125,0.584875, 4:23 - 1st,637
53:00.7,39.7,60.3,0.49525,0.415125,0.584875, 4:23 - 1st,637
53:02.0,39.7,60.3,0.49525,0.415125,0.584875, 4:23 - 1st,637
53:03.3,39.7,60.3,0.486571429,0.407571429,0.592428571, 4:23 - 1st,637
53:04.5,39.7,60.3,0.486571429,0.407571429,0.592428571, 4:23 - 1st,637
53:05.8,39.7,60.3,0.486571429,0.407571429,0.592428571, 4:23 - 1st,637
53:07.1,39.7,60.3,0.475,0.426,0.574, 4:23 - 1st,637
53:08.3,39.7,60.3,0.475,0.426,0.574, 4:23 - 1st,637
53:09.7,39.7,60.3,0.475,0.426,0.574, 4:23 - 1st,637
53:11.0,39.7,60.3,0.475,0.426,0.574, 4:23 - 1st,637
53:12.2,39.7,60.3,0.475,0.426,0.574, 4:23 - 1st,637
53:13.5,39.7,60.3,0.475,0.426,0.574, 4:23 - 1st,637
53:14.8,39.7,60.3,0.475,0.426,0.574, 4:23 - 1st,637
53:16.0,39.7,60.3,0.475,0.426,0.574, 4:23 - 1st,637
53:17.3,39.7,60.3, nan, nan,#VALUE!, 4:23 - 1st,637
53:18.6,39.7,60.3, nan, nan,#VALUE!, 4:23 - 1st,637
53:19.9,39.7,60.3, nan, nan,#VALUE!, 4:23 - 1st,637
53:21.2,39.7,60.3, nan, nan,#VALUE!, 4:23 - 1st,637
53:22.5,39.7,60.3, nan, nan,#VALUE!, 4:23 - 1st,637
53:23.7,39.7,60.3, nan, nan,#VALUE!, 4:23 - 1st,637
53:25.0,39.7,60.3,0.6605,0.5745,0.4255, 4:23 - 1st,637
53:26.3,39.7,60.3,0.6605,0.5745,0.4255, 4:23 - 1st,637
53:27.7,39.7,60.3,0.6605,0.5745,0.4255, 4:23 - 1st,637
53:28.9,39.7,60.3,0.6605,0.5745,0.4255, 4:23 - 1st,637
53:30.3,39.7,60.3,0.6605,0.5745,0.4255, 4:23 - 1st,637
53:31.6,39.7,60.3,0.6605,0.5745,0.4255, 4:23 - 1st,637
53:32.8,39.7,60.3,0.6605,0.5745,0.4255, 4:23 - 1st,637
53:34.1,39.7,60.3,0.6605,0.5745,0.4255, 4:23 - 1st,637
53:35.4,39.7,60.3,0.6605,0.5745,0.4255, 4:23 - 1st,637
53:36.7,39.7,60.3,0.658571429,0.572285714,0.427714286, 4:23 - 1st,637
53:38.0,39.7,60.3,0.658571429,0.572285714,0.427714286, 4:23 - 1st,637
53:39.3,39.7,60.3,0.658571429,0.572285714,0.427714286, 4:23 - 1st,637
53:40.6,39.7,60.3,0.658571429,0.572285714,0.427714286, 4:23 - 1st,637
53:42.1,39.7,60.3,0.658571429,0.572285714,0.427714286, 4:23 - 1st,637
53:43.4,39.7,60.3,0.658571429,0.572285714,0.427714286, 4:23 - 1st,637
53:44.6,39.7,60.3,0.658571429,0.572285714,0.427714286, 4:23 - 1st,637
53:45.9,39.7,60.3,0.658571429,0.572285714,0.427714286, 4:23 - 1st,637
53:47.2,39.7,60.3,0.658571429,0.572285714,0.427714286, 4:23 - 1st,637
53:48.5,39.7,60.3,0.658571429,0.572285714,0.427714286, 4:23 - 1st,637
53:49.7,39.7,60.3,0.62225,0.5389375,0.4610625, 4:23 - 1st,637
53:51.0,39.7,60.3,0.6193125,0.5389375,0.4610625, 4:23 - 1st,637
53:52.3,39.7,60.3,0.6193125,0.5389375,0.4610625, 4:23 - 1st,637
53:53.6,39.7,60.3,0.6193125,0.5389375,0.4610625, 4:23 - 1st,637
53:54.9,39.7,60.3,0.6193125,0.5389375,0.4610625, 4:23 - 1st,637
53:56.2,39.7,60.3,0.6193125,0.5389375,0.4610625, 4:23 - 1st,637
53:57.5,39.7,60.3,0.6249375,0.5445625,0.4554375, 4:23 - 1st,637
53:58.8,42.6,57.4,0.6249375,0.5445625,0.4554375, 3:43 - 1st,677
54:00.1,42.6,57.4,0.6249375,0.5445625,0.4554375, 3:43 - 1st,677
54:01.3,42.6,57.4,0.6249375,0.5445625,0.4554375, 3:28 - 1st,692
54:02.5,42.6,57.4,0.6249375,0.5445625,0.4554375, 3:28 - 1st,692
54:03.7,42.6,57.4,0.6249375,0.5445625,0.4554375, 3:28 - 1st,692
54:05.0,42.6,57.4,0.6036,0.5266,0.4734, 3:28 - 1st,692
54:06.2,42.6,57.4,0.6036,0.523,0.477, 3:28 - 1st,692
54:07.4,42.6,57.4,0.6036,0.5241,0.4759, 3:28 - 1st,692
54:08.7,42.6,57.4,0.6036,0.5241,0.4759, 3:28 - 1st,692
54:09.9,42.6,57.4,0.6036,0.5241,0.4759, 3:28 - 1st,692
54:11.2,42.6,57.4,0.604,0.523,0.477, 3:28 - 1st,692
54:12.5,42.6,57.4,0.594,0.513,0.487, 3:28 - 1st,692
54:13.7,42.6,57.4,0.604636364,0.522909091,0.477090909, 3:28 - 1st,692
54:15.1,42.6,57.4,0.6174,0.5348,0.4652, 3:28 - 1st,692
54:16.4,42.6,57.4,0.6174,0.5348,0.4652, 3:28 - 1st,692
54:17.7,42.6,57.4,0.6174,0.5348,0.4652, 3:28 - 1st,692
54:19.0,42.6,57.4,0.6174,0.5348,0.4652, 3:28 - 1st,692
54:20.3,42.6,57.4,0.6174,0.5348,0.4652, 3:28 - 1st,692
54:21.6,42.6,57.4,0.6174,0.5348,0.4652, 3:28 - 1st,692
54:22.9,42.6,57.4,0.6163125,0.5363125,0.4636875, 3:28 - 1st,692
54:24.4,42.6,57.4,0.6163125,0.5363125,0.4636875, 3:28 - 1st,692
54:25.7,42.6,57.4,0.6163125,0.5363125,0.4636875, 3:28 - 1st,692
54:27.0,42.6,57.4,0.5946,0.5176,0.4824, 3:28 - 1st,692
54:28.3,42.6,57.4,0.6091875,0.5291875,0.4708125, 3:28 - 1st,692
54:29.7,47.4,52.6,0.6091875,0.5291875,0.4708125, 3:23 - 1st,697
54:31.0,47.4,52.6,0.6091875,0.5291875,0.4708125, 3:23 - 1st,697
54:32.3,47.4,52.6,0.6091875,0.5291875,0.4708125, 3:23 - 1st,697
54:33.5,47.4,52.6,0.6091875,0.5291875,0.4708125, 3:23 - 1st,697
54:34.8,47.4,52.6,0.6091875,0.5291875,0.4708125, 3:23 - 1st,697
54:36.1,47.4,52.6,0.6091875,0.5291875,0.4708125, 3:23 - 1st,697
54:37.4,47.4,52.6,0.6091875,0.5291875,0.4708125, 3:23 - 1st,697
54:38.6,47.4,52.6,0.6091875,0.5291875,0.4708125, 3:23 - 1st,697
54:39.9,47.4,52.6,0.6091875,0.5291875,0.4708125, 3:23 - 1st,697
54:41.2,47.4,52.6,0.6091875,0.5291875,0.4708125, 3:23 - 1st,697
54:42.6,47.4,52.6,0.6098,0.5272,0.4728, 3:23 - 1st,697
54:43.9,47.4,52.6,0.6098,0.5272,0.4728, 3:23 - 1st,697
54:45.2,47.4,52.6,0.594,0.513,0.487, 3:23 - 1st,697
54:46.4,47.4,52.6,0.594,0.513,0.487, 3:23 - 1st,697
54:47.7,47.4,52.6,0.594,0.513,0.487, 3:23 - 1st,697
54:49.0,47.4,52.6,0.594,0.513,0.487, 3:23 - 1st,697
54:50.3,47.4,52.6,0.5918,0.5088,0.4912, 3:23 - 1st,697
54:51.6,47.4,52.6,0.5762,0.4932,0.5068, 3:23 - 1st,697
54:52.9,47.4,52.6,0.5762,0.4932,0.5068, 3:23 - 1st,697
54:55.3,47.4,52.6,0.5762,0.4932,0.5068, 3:23 - 1st,697
54:56.5,47.4,52.6,0.5755,0.494625,0.505375, 3:23 - 1st,697
54:57.9,47.4,52.6,0.5755,0.494625,0.505375, 3:23 - 1st,697
54:59.1,47.4,52.6,0.5755,0.494625,0.505375, 3:23 - 1st,697
55:00.3,47.4,52.6,0.5755,0.494625,0.505375, 3:23 - 1st,697
55:01.6,47.4,52.6,0.5755,0.494625,0.505375, 3:23 - 1st,697
55:02.9,47.8,52.2,0.5755,0.494625,0.505375, 2:53 - 1st,727
55:04.1,47.8,52.2,0.5755,0.494625,0.505375, 2:53 - 1st,727
55:05.4,47.8,52.2,0.5755,0.494625,0.505375, 2:53 - 1st,727
55:06.7,47.8,52.2,0.5755,0.494625,0.505375, 2:53 - 1st,727
55:07.9,47.8,52.2,0.5755,0.494625,0.505375, 2:53 - 1st,727
55:09.1,47.8,52.2,0.5755,0.494625,0.505375, 2:53 - 1st,727
55:10.4,47.8,52.2,0.5755,0.494625,0.505375, 2:53 - 1st,727
55:11.6,47.8,52.2,0.5755,0.494625,0.505375, 2:53 - 1st,727
55:12.8,47.8,52.2,0.5755,0.494625,0.505375, 2:53 - 1st,727
55:14.0,47.8,52.2,0.5755,0.494625,0.505375, 2:53 - 1st,727
55:15.2,47.8,52.2,0.5755,0.494625,0.505375, 2:53 - 1st,727
55:16.5,47.8,52.2,0.5755,0.494625,0.505375, 2:53 - 1st,727
55:17.7,47.8,52.2,0.5755,0.494625,0.505375, 2:53 - 1st,727
55:19.0,47.8,52.2,0.5755,0.494625,0.505375, 2:53 - 1st,727
55:20.1,47.8,52.2,0.585142857,0.504428571,0.495571429, 2:53 - 1st,727
55:21.4,47.8,52.2,0.575,0.516,0.484, 2:53 - 1st,727
55:22.5,47.8,52.2, nan, nan,#VALUE!, 2:53 - 1st,727
55:23.7,47.8,52.2, nan, nan,#VALUE!, 2:53 - 1st,727
55:24.9,47.8,52.2, nan, nan,#VALUE!, 2:10 - 1st,770
55:26.2,47.8,52.2, nan, nan,#VALUE!, 2:10 - 1st,770
55:27.4,47.8,52.2, nan, nan,#VALUE!, 2:10 - 1st,770
55:28.6,47.8,52.2, nan, nan,#VALUE!, 2:10 - 1st,770
55:29.8,47.8,52.2, nan, nan,#VALUE!, 2:10 - 1st,770
55:31.0,47.8,52.2, nan, nan,#VALUE!, 2:10 - 1st,770
55:32.2,47.8,52.2, nan, nan,#VALUE!, 2:10 - 1st,770
55:33.4,47.8,52.2, nan, nan,#VALUE!, 2:10 - 1st,770
55:34.6,47.8,52.2,0.5735,0.4875,0.5125, 2:10 - 1st,770
55:35.8,47.8,52.2,0.5735,0.4875,0.5125, 2:10 - 1st,770
55:37.0,47.8,52.2,0.5735,0.4875,0.5125, 2:10 - 1st,770
55:38.2,47.8,52.2,0.5735,0.4875,0.5125, 2:10 - 1st,770
55:39.4,47.8,52.2,0.5735,0.4875,0.5125, 2:10 - 1st,770
55:40.6,47.8,52.2,0.5735,0.4875,0.5125, 2:10 - 1st,770
55:41.9,47.8,52.2,0.5735,0.4875,0.5125, 2:10 - 1st,770
55:43.1,47.8,52.2,0.571571429,0.489428571,0.510571429, 2:10 - 1st,770
55:44.3,47.8,52.2,0.571571429,0.489428571,0.510571429, 2:10 - 1st,770
55:45.5,47.8,52.2,0.571571429,0.489428571,0.510571429, 2:10 - 1st,770
55:46.8,47.8,52.2,0.571571429,0.489428571,0.510571429, 2:10 - 1st,770
55:48.0,47.8,52.2,0.57575,0.49425,0.50575, 2:10 - 1st,770
55:49.3,47.4,52.6,0.57575,0.49475,0.50525, 2:10 - 1st,770
55:50.5,47.4,52.6,0.57575,0.49475,0.50525, 2:10 - 1st,770
55:51.7,47.4,52.6,0.57575,0.49475,0.50525, 2:10 - 1st,770
55:52.9,47.4,52.6,0.57575,0.49475,0.50525, 2:10 - 1st,770
55:54.1,47.4,52.6,0.57575,0.49475,0.50525, 2:10 - 1st,770
55:55.5,47.4,52.6,0.57575,0.49475,0.50525, 2:10 - 1st,770
55:56.8,47.4,52.6,0.57575,0.49475,0.50525, 2:10 - 1st,770
55:58.0,47.4,52.6,0.57575,0.49475,0.50525, 2:10 - 1st,770
55:59.3,47.4,52.6,0.57575,0.49475,0.50525, 2:10 - 1st,770
56:00.5,47.4,52.6,0.57575,0.49475,0.50525, 2:10 - 1st,770
56:01.7,47.4,52.6,0.57575,0.49475,0.50525, 2:10 - 1st,770
56:02.9,47.4,52.6,0.57575,0.49475,0.50525, 2:10 - 1st,770
56:04.2,47.4,52.6,0.57575,0.49475,0.50525, 2:10 - 1st,770
56:05.4,47.4,52.6,0.57575,0.49475,0.50525, 2:10 - 1st,770
56:06.6,47.4,52.6,0.57575,0.49475,0.50525, 2:10 - 1st,770
56:07.8,47.4,52.6,0.57575,0.49475,0.50525, 2:10 - 1st,770
56:09.0,47.4,52.6,0.57575,0.49475,0.50525, 2:10 - 1st,770
56:10.3,47.4,52.6,0.57575,0.49475,0.50525, 2:10 - 1st,770
56:11.5,47.4,52.6,0.582875,0.501875,0.498125, 2:10 - 1st,770
56:12.7,47.4,52.6,0.582875,0.501875,0.498125, 2:10 - 1st,770
56:14.7,47.4,52.6,0.5844,0.5014,0.4986, 2:10 - 1st,770
56:16.5,47.4,52.6,0.5674375,0.4870625,0.5129375, 2:10 - 1st,770
56:17.8,48.7,51.3,0.5674375,0.4870625,0.5129375, 1:28 - 1st,812
56:19.0,48.7,51.3,0.5674375,0.4870625,0.5129375, 1:28 - 1st,812
56:20.2,48.7,51.3,0.5674375,0.4870625,0.5129375, 1:28 - 1st,812
56:21.4,48.7,51.3,0.5674375,0.4870625,0.5129375, 1:28 - 1st,812
56:22.6,48.7,51.3,0.582625,0.50225,0.49775, 1:28 - 1st,812
56:23.8,48.7,51.3,0.582625,0.50225,0.49775, 1:28 - 1st,812
56:25.0,48.7,51.3,0.583375,0.50225,0.49775, 1:28 - 1st,812
56:26.5,48.7,51.3,0.583375,0.50225,0.49775, 1:28 - 1st,812
56:27.8,48.7,51.3,0.583375,0.50225,0.49775, 1:28 - 1st,812
56:29.1,48.7,51.3,0.583375,0.50225,0.49775, 1:28 - 1st,812
56:30.3,48.7,51.3,0.583375,0.50225,0.49775, 1:28 - 1st,812
56:31.5,48.7,51.3,0.583375,0.50225,0.49775, 1:28 - 1st,812
56:32.7,48.7,51.3,0.583375,0.50225,0.49775, 1:28 - 1st,812
56:34.0,48.7,51.3,0.583375,0.50225,0.49775, 1:28 - 1st,812
56:35.5,48.7,51.3,0.583375,0.50225,0.49775, 1:28 - 1st,812
56:36.9,48.7,51.3,0.583375,0.50225,0.49775, 1:28 - 1st,812
56:38.1,48.7,51.3,0.583375,0.50225,0.49775, 1:28 - 1st,812
56:39.3,48.7,51.3,0.583375,0.50225,0.49775, 1:28 - 1st,812
56:40.6,48.7,51.3,0.583375,0.50225,0.49775, 1:28 - 1st,812
56:41.8,48.7,51.3,0.583375,0.50225,0.49775, 1:28 - 1st,812
56:43.0,48.7,51.3,0.583375,0.50225,0.49775, 1:28 - 1st,812
56:44.2,48.7,51.3,0.583375,0.50225,0.49775, 1:28 - 1st,812
56:45.4,48.7,51.3,0.583375,0.50225,0.49775, 1:28 - 1st,812
56:46.6,48.7,51.3,0.583375,0.50225,0.49775, 1:28 - 1st,812
56:47.8,48.7,51.3,0.583375,0.50225,0.49775, 1:28 - 1st,812
56:49.0,48.7,51.3,0.583375,0.50225,0.49775, 1:28 - 1st,812
56:50.2,48.7,51.3,0.583375,0.50225,0.49775, 1:28 - 1st,812
56:51.4,48.7,51.3,0.583375,0.50225,0.49775, 1:28 - 1st,812
56:52.6,48.7,51.3,0.583375,0.50225,0.49775, 1:28 - 1st,812
56:53.9,48.7,51.3,0.583375,0.50225,0.49775, 1:28 - 1st,812
56:55.0,48.7,51.3,0.583375,0.50225,0.49775, 1:28 - 1st,812
56:56.3,48.7,51.3,0.583375,0.50225,0.49775, 1:28 - 1st,812
56:57.5,48.7,51.3,0.583375,0.50225,0.49775, 1:28 - 1st,812
56:58.7,48.7,51.3,0.583375,0.50225,0.49775, 1:28 - 1st,812
56:59.9,48.7,51.3,0.583375,0.50225,0.49775, 1:28 - 1st,812
57:01.1,48.7,51.3,0.583375,0.50225,0.49775, 1:28 - 1st,812
57:02.3,48.7,51.3,0.583375,0.50225,0.49775, 1:28 - 1st,812
57:03.6,48.7,51.3,0.583375,0.50225,0.49775, 1:28 - 1st,812
57:04.8,48.7,51.3,0.583375,0.50225,0.49775, 1:28 - 1st,812
57:06.0,48.7,51.3,0.583375,0.50225,0.49775, 1:28 - 1st,812
57:07.2,48.7,51.3,0.583375,0.50225,0.49775, 1:28 - 1st,812
57:08.4,48.7,51.3,0.583375,0.50225,0.49775, 1:28 - 1st,812
57:09.5,48.7,51.3,0.583375,0.50225,0.49775, 1:28 - 1st,812
57:10.8,48.7,51.3,0.583375,0.50225,0.49775, 1:28 - 1st,812
57:12.0,48.7,51.3,0.583375,0.50225,0.49775, 1:28 - 1st,812
57:13.1,48.7,51.3,0.583375,0.50225,0.49775, 1:28 - 1st,812
57:14.3,48.7,51.3,0.583375,0.50225,0.49775, 1:28 - 1st,812
57:15.6,48.7,51.3,0.583375,0.50225,0.49775, 1:28 - 1st,812
57:16.7,48.7,51.3,0.583375,0.5025625,0.4974375, 1:28 - 1st,812
57:17.9,48.7,51.3,0.583375,0.5025625,0.4974375, 1:28 - 1st,812
57:19.2,48.7,51.3,0.583375,0.5025625,0.4974375, 1:28 - 1st,812
57:20.3,48.7,51.3,0.583375,0.5025625,0.4974375, 1:28 - 1st,812
57:21.5,48.7,51.3,0.583375,0.5025625,0.4974375, 1:28 - 1st,812
57:22.7,48.7,51.3,0.583375,0.5025625,0.4974375, 1:28 - 1st,812
57:23.9,48.7,51.3,0.583375,0.5025625,0.4974375, 1:28 - 1st,812
57:25.1,48.7,51.3,0.583375,0.5025625,0.4974375, 1:28 - 1st,812
57:26.3,48.7,51.3,0.583375,0.5025625,0.4974375, 1:28 - 1st,812
57:27.6,48.7,51.3,0.583375,0.5025625,0.4974375, 1:28 - 1st,812
57:28.8,48.7,51.3,0.583375,0.5025625,0.4974375, 1:28 - 1st,812
57:29.9,48.7,51.3,0.583375,0.5025625,0.4974375, 1:28 - 1st,812
57:31.2,48.7,51.3,0.583375,0.5025625,0.4974375, 1:28 - 1st,812
57:32.4,48.7,51.3,0.583375,0.5025625,0.4974375, 1:28 - 1st,812
57:33.5,48.7,51.3,0.583375,0.5025625,0.4974375, 1:28 - 1st,812
57:34.8,48.7,51.3,0.583375,0.5025625,0.4974375, 1:28 - 1st,812
57:36.0,48.7,51.3,0.583375,0.5025625,0.4974375, 1:28 - 1st,812
57:37.2,48.7,51.3,0.583375,0.5025625,0.4974375, 1:28 - 1st,812
57:38.5,48.7,51.3,0.583375,0.5025625,0.4974375, 1:28 - 1st,812
57:39.7,48.7,51.3,0.583375,0.5025625,0.4974375, 1:28 - 1st,812
57:40.9,48.7,51.3,0.583375,0.5025625,0.4974375, 1:28 - 1st,812
57:42.0,48.7,51.3,0.583375,0.5025625,0.4974375, 1:28 - 1st,812
57:43.3,48.7,51.3,0.583375,0.5025625,0.4974375, 1:28 - 1st,812
57:44.5,48.7,51.3,0.583375,0.5025625,0.4974375, 1:28 - 1st,812
57:45.8,48.7,51.3,0.583375,0.5025625,0.4974375, 1:28 - 1st,812
57:47.0,48.7,51.3,0.583375,0.5025625,0.4974375, 1:28 - 1st,812
57:48.2,48.7,51.3,0.583375,0.5025625,0.4974375, 1:28 - 1st,812
57:49.4,48.7,51.3,0.583375,0.5025625,0.4974375, 1:28 - 1st,812
57:50.6,48.7,51.3,0.583375,0.5025625,0.4974375, 1:28 - 1st,812
57:51.8,48.7,51.3,0.583375,0.5025625,0.4974375, 1:28 - 1st,812
57:53.0,48.7,51.3,0.583375,0.5025625,0.4974375, 1:28 - 1st,812
57:54.2,48.7,51.3,0.583375,0.5025625,0.4974375, 1:28 - 1st,812
57:55.4,48.7,51.3,0.583375,0.5025625,0.4974375, 1:28 - 1st,812
57:56.6,48.7,51.3,0.583375,0.5025625,0.4974375, 1:28 - 1st,812
57:57.8,48.7,51.3,0.583375,0.5025625,0.4974375, 1:28 - 1st,812
57:59.0,48.7,51.3,0.57775,0.498466667,0.501533333, 1:28 - 1st,812
58:00.2,48.7,51.3,0.57775,0.4973125,0.5026875, 1:28 - 1st,812
58:01.4,48.7,51.3,0.5775,0.496625,0.503375, 1:28 - 1st,812
58:02.6,48.7,51.3,0.5775,0.496625,0.503375, 1:28 - 1st,812
58:03.8,48.7,51.3,0.5775,0.496625,0.503375, 1:28 - 1st,812
58:05.0,48.7,51.3,0.5775,0.496625,0.503375, 1:28 - 1st,812
58:06.2,48.7,51.3,0.5775,0.496625,0.503375, 1:28 - 1st,812
58:07.4,48.7,51.3,0.5775,0.496625,0.503375, 1:28 - 1st,812
58:08.5,48.7,51.3,0.5775,0.496625,0.503375, 1:28 - 1st,812
58:09.7,48.7,51.3,0.5775,0.496625,0.503375, 1:28 - 1st,812
58:10.9,48.7,51.3,0.5775,0.496625,0.503375, 1:28 - 1st,812
58:12.1,48.7,51.3,0.5775,0.496625,0.503375, 1:28 - 1st,812
58:13.3,48.7,51.3,0.5775,0.496625,0.503375, 1:28 - 1st,812
58:14.5,48.7,51.3,0.5775,0.496625,0.503375, 1:28 - 1st,812
58:15.7,48.7,51.3,0.5775,0.496625,0.503375, 1:28 - 1st,812
58:16.9,48.7,51.3,0.5775,0.496625,0.503375, 1:28 - 1st,812
58:18.1,48.7,51.3,0.5775,0.496625,0.503375, 1:28 - 1st,812
58:19.2,48.7,51.3,0.5775,0.496625,0.503375, 1:28 - 1st,812
58:20.4,48.7,51.3,0.5775,0.496625,0.503375, 1:28 - 1st,812
58:21.6,48.7,51.3,0.5775,0.496625,0.503375, 1:28 - 1st,812
58:22.8,48.7,51.3,0.5775,0.496625,0.503375, 1:28 - 1st,812
58:24.0,48.7,51.3,0.5775,0.496625,0.503375, 1:28 - 1st,812
58:25.3,48.7,51.3,0.5775,0.496625,0.503375, 1:28 - 1st,812
58:26.4,48.7,51.3,0.5775,0.496625,0.503375, 1:28 - 1st,812
58:27.7,48.7,51.3,0.5775,0.496625,0.503375, 1:28 - 1st,812
